Hospital Name,Hospital Lat,Hospital Lon,Hospital Address,Beds Available,Doctors Available,Traffic Speed (km/h),Traffic Incident,Traffic Density,Traffic Severity Index,Weather Condition,Route Distance (km),Route Time Without Traffic (min),Route Time With Traffic (min),Route Start Time,Route End Time,Priority Level
"Jaya Sri Hospital, MKN Road, CMWSSB Division 160, Ward 160, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Chengalpattu, Chennai, Tamil Nadu, 600016, India",13.0027883,80.207025,"Jaya Sri Hospital, MKN Road, CMWSSB Division 160, Ward 160, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Chengalpattu, Chennai, Tamil Nadu, 600016, India",22,10,35,Yes,High,35,Snow,16.15484334558062,24.23226501837093,31.337716015043007,2025-02-13 09:10:17.694744,2025-02-13 09:41:37.957705,High
"G. R. Hospital & Fertility Centre, City Link Road, CMWSSB Division 160, Zone 13 Adyar, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600088, India",12.9952982,80.2068955,"G. R. Hospital & Fertility Centre, City Link Road, CMWSSB Division 160, Zone 13 Adyar, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600088, India",15,5,40,Yes,Moderate,24,Snow,15.253749327956921,22.88062399193538,28.348248929220723,2025-02-13 09:41:17.694744,2025-02-13 10:09:38.589680,Medium
"Balaji Hospital (P) Ltd, Anna Salai (Mount Road), Ward 170, Zone 13 Adyar, Alandur, Chennai, Tamil Nadu, 600032, India",13.00738175,80.20608622840193,"Balaji Hospital (P) Ltd, Anna Salai (Mount Road), Ward 170, Zone 13 Adyar, Alandur, Chennai, Tamil Nadu, 600032, India",15,6,35,Yes,High,38,Clear,8.668730801737375,13.003096202606063,19.500817456444544,2025-02-13 09:30:17.694744,2025-02-13 09:49:47.743791,Low
"SP Hospital, Mount - Medavakkam Road, CMWSSB Division 163, Ward 163, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600088, India",12.9933638,80.2009134,"SP Hospital, Mount - Medavakkam Road, CMWSSB Division 163, Ward 163, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600088, India",11,8,30,Yes,Low,27,Fog,15.8689390103907,23.803408515586053,31.14526901360671,2025-02-13 09:38:17.694744,2025-02-13 10:09:26.410885,Low
"Ponmalligai Hospital Pvt Ltd, Kakkan Nagar Main Road, Ward 177, Zone 13 Adyar, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600088, India",12.9925116,80.2061465,"Ponmalligai Hospital Pvt Ltd, Kakkan Nagar Main Road, Ward 177, Zone 13 Adyar, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600088, India",27,7,35,No,Moderate,10,Rain,16.637624604950265,24.9564369074254,32.57706033499052,2025-02-13 09:09:17.694744,2025-02-13 09:41:52.318364,Low
"K P Childrens Hospital And Neuro Centre, Mount - Medavakkam Road, CMWSSB Division 163, Ward 163, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600088, India",12.9911179,80.1986745,"K P Childrens Hospital And Neuro Centre, Mount - Medavakkam Road, CMWSSB Division 163, Ward 163, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600088, India",24,10,25,No,Moderate,24,Snow,14.96751879310924,22.45127818966386,36.440731170539934,2025-02-13 09:36:17.694744,2025-02-13 10:12:44.138614,Medium
"Cantonment General Hospital, Magazine Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",13.0096653,80.19501478878405,"Cantonment General Hospital, Magazine Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",21,5,20,No,Low,22,Clear,14.60665839537401,21.909987593061015,35.17463925620129,2025-02-13 08:45:17.694744,2025-02-13 09:20:28.173099,Low
"Magazine Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",13.009781,80.1949734,"Magazine Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",18,8,20,Yes,High,33,Clear,9.492563774970181,14.23884566245527,21.033859616584785,2025-02-13 09:18:17.694744,2025-02-13 09:39:19.726321,High
"Rathna Hospital, St Patricks Church Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St. Thomas Mount Cantonment, Chengalpattu, Chennai, Tamil Nadu, 600016, India",13.0087475,80.1937172,"Rathna Hospital, St Patricks Church Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St. Thomas Mount Cantonment, Chengalpattu, Chennai, Tamil Nadu, 600016, India",20,10,25,Yes,High,63,Fog,9.856462757158123,14.784694135737185,23.61147766621946,2025-02-13 09:36:17.694744,2025-02-13 09:59:54.383404,High
"St. Thomas Hospital, Defence Colony Road, CMWSSB Division 201, St. Thomas Mount Cantonment, St.Thomas Mount-Pallavaram Cantonment Board, Kanchipuram, Chennai, Tamil Nadu, 600016, India",13.0122733,80.196428,"St. Thomas Hospital, Defence Colony Road, CMWSSB Division 201, St. Thomas Mount Cantonment, St.Thomas Mount-Pallavaram Cantonment Board, Kanchipuram, Chennai, Tamil Nadu, 600016, India",76,18,40,No,Moderate,21,Rain,17.656046830300962,26.48407024545144,37.42864764128569,2025-02-13 09:42:17.694744,2025-02-13 10:19:43.413602,Low
"Military Hospital, 2nd Seven Wells Street, CMWSSB Division 158, Ward 158, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600016, India",13.0117736,80.1941708,"Military Hospital, 2nd Seven Wells Street, CMWSSB Division 158, Ward 158, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600016, India",22,5,40,Yes,Low,14,Clear,12.151074243590951,18.226611365386425,31.245286238078904,2025-02-13 09:00:17.694744,2025-02-13 09:31:32.411918,Low
"BM Hospital, 5th Main Road, CMWSSB Division 162, Ward 162, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600114, India",12.9887616,80.1904116,"BM Hospital, 5th Main Road, CMWSSB Division 162, Ward 162, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600114, India",19,6,30,Yes,Low,19,Snow,16.22860626600652,24.34290939900978,37.76649069947052,2025-02-13 09:09:17.694744,2025-02-13 09:47:03.684186,High
"Dr Bala's Skin clinic, 14, Vanalar Street, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600088, India",12.9831959,80.2013573,"Dr Bala's Skin clinic, 14, Vanalar Street, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600088, India",23,7,40,Yes,High,39,Snow,19.028877341818472,28.543316012727708,40.787800248813625,2025-02-13 08:43:17.694744,2025-02-13 09:24:04.962759,High
"HOSPICE, Nagi Reddy thottam Garden Rd, Labour Colony, CMWSSB Division 170, Zone 13 Adyar, Chennai, Tamil Nadu, 600001, India",13.015872900000002,80.21345943331696,"HOSPICE, Nagi Reddy thottam Garden Rd, Labour Colony, CMWSSB Division 170, Zone 13 Adyar, Chennai, Tamil Nadu, 600001, India",27,8,25,Yes,Low,14,Clear,7.253911286480929,10.880866929721394,20.563679876607246,2025-02-13 09:14:17.694744,2025-02-13 09:34:51.515537,High
"Military Hospital, Defence Colony 1st Avenue, CMWSSB Division 201, St. Thomas Mount Cantonment, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",13.0194622,80.1972947,"Military Hospital, Defence Colony 1st Avenue, CMWSSB Division 201, St. Thomas Mount Cantonment, St.Thomas Mount-Pallavaram Cantonment Board, Alandur, Chennai, Tamil Nadu, 600016, India",28,6,40,No,High,35,Rain,14.28416693682518,21.42625040523777,29.24307765758842,2025-02-13 09:16:17.694744,2025-02-13 09:45:32.279403,Low
"Rotary Central Margaret Sidney Hospital, 2nd Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600001, India",12.9837958,80.1932105,"Rotary Central Margaret Sidney Hospital, 2nd Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600001, India",22,5,40,No,High,45,Snow,14.160088402118728,21.24013260317809,34.493907739007724,2025-02-13 09:20:17.694744,2025-02-13 09:54:47.329208,High
"Hariharan Hospital, 29th Street, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.9847145,80.1905906,"Hariharan Hospital, 29th Street, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",21,9,20,No,Low,21,Rain,9.750252399541807,14.625378599312711,25.44554841710689,2025-02-13 08:47:17.694744,2025-02-13 09:12:44.427649,Low
"Bharath Hospital, 72, Nanganallur 1st Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.9823277,80.1937835,"Bharath Hospital, 72, Nanganallur 1st Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",10,10,20,No,Low,17,Fog,8.013212620765835,12.019818931148752,24.87316573755198,2025-02-13 09:30:17.695746,2025-02-13 09:55:10.085690,Low
"Prime Care Nursing Home, Brindavan Nagar Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600042, India",12.9799192,80.2044922,"Prime Care Nursing Home, Brindavan Nagar Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600042, India",10,7,40,Yes,Moderate,28,Fog,6.961190110565745,10.441785165848618,24.79093500360993,2025-02-13 08:56:17.695746,2025-02-13 09:21:05.151846,Low
"Dr. Janardhanan Multispeciality Dental Clinic, Nanganallur 4th Main Road, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600114, India",12.9842586,80.1886083,"Dr. Janardhanan Multispeciality Dental Clinic, Nanganallur 4th Main Road, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600114, India",18,8,25,Yes,Moderate,28,Snow,13.020886123035467,19.5313291845532,33.249618017937955,2025-02-13 08:51:17.695746,2025-02-13 09:24:32.672827,Low
"Qure Ortho Clinic, Physiotherapy, X Ray & Pharmacy, Brindavan Nagar Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600042, India",12.9794,80.2043658,"Qure Ortho Clinic, Physiotherapy, X Ray & Pharmacy, Brindavan Nagar Main Road, CMWSSB Division 165, Ward 165, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600042, India",19,9,20,Yes,High,52,Snow,5.952673563139472,8.929010344709209,19.370468783797605,2025-02-13 08:56:17.695746,2025-02-13 09:15:39.923873,Medium
"Xcellent Care Hospital, RajaLaxmi Nagar 7th Cross Street, RajaLaxmi Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",12.9855867,80.21842695262237,"Xcellent Care Hospital, RajaLaxmi Nagar 7th Cross Street, RajaLaxmi Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",30,6,40,Yes,Moderate,18,Clear,13.16738826354047,19.751082395310704,34.5161562273528,2025-02-13 09:03:17.695746,2025-02-13 09:37:48.665120,High
"Sri Venkateshwara`s C.M. Hospital, Nanganallur 5th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.9857914,80.185987,"Sri Venkateshwara`s C.M. Hospital, Nanganallur 5th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",24,6,25,No,Moderate,14,Fog,5.344896427003809,8.017344640505714,20.12771977787586,2025-02-13 09:01:17.695746,2025-02-13 09:21:25.358933,High
"Dr.Agarwal's Eye Hospital Ltd, Nanganallur, Nanganallur 1st Main Road, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",12.9827844,80.1891661,"Dr.Agarwal's Eye Hospital Ltd, Nanganallur, Nanganallur 1st Main Road, CMWSSB Division 164, Ward 164, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",11,7,35,No,Low,30,Rain,10.746517886308268,16.119776829462403,28.910287851405396,2025-02-13 09:32:17.695746,2025-02-13 10:01:12.313017,Low
"Helios Hospital Pvt Ltd, RajaLaxmi Nagar 7th Cross Street, RajaLaxmi Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",12.9855882,80.2189144,"Helios Hospital Pvt Ltd, RajaLaxmi Nagar 7th Cross Street, RajaLaxmi Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",24,9,20,Yes,Moderate,11,Snow,10.091047507918239,15.136571261877357,20.19472120858113,2025-02-13 09:31:17.695746,2025-02-13 09:51:29.379019,Medium
"Dr.Agarwals Eye Hospital - Velacherry, Velachery Bypass Road, Gangai Nagar, Ward 177, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",12.9832366,80.217509,"Dr.Agarwals Eye Hospital - Velacherry, Velachery Bypass Road, Gangai Nagar, Ward 177, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",27,5,35,Yes,Low,23,Clear,18.26596257872284,27.39894386808426,38.06381942060903,2025-02-13 09:41:17.695746,2025-02-13 10:19:21.524911,High
"Xcellent Care Superspeciality Hospital, Velachery Bypass Road, Gangai Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",12.9833895,80.2181782,"Xcellent Care Superspeciality Hospital, Velachery Bypass Road, Gangai Nagar, CMWSSB Division 178, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",24,5,25,Yes,Low,29,Fog,9.197103044134135,13.795654566201202,22.68867539106251,2025-02-13 09:39:17.695746,2025-02-13 10:01:59.016269,Low
"Palani Balaji Fertility Centre, Velachery Road, Jothiammal Nagar, Ward 171, Zone 13 Adyar, Chennai, Tamil Nadu, 624601, India",13.0122123,80.2235084,"Palani Balaji Fertility Centre, Velachery Road, Jothiammal Nagar, Ward 171, Zone 13 Adyar, Chennai, Tamil Nadu, 624601, India",20,9,20,No,Moderate,15,Fog,6.020621821897369,9.030932732846054,20.496684419572823,2025-02-13 09:19:17.695746,2025-02-13 09:39:47.496811,Medium
"Diha Clinic, No 6, Nanganallur 6th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.98096495,80.18711415874711,"Diha Clinic, No 6, Nanganallur 6th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",28,9,30,Yes,Moderate,20,Fog,16.76697823933689,25.150467359005333,39.83139015177085,2025-02-13 09:19:17.695746,2025-02-13 09:59:07.579155,Low
"No 6, Nanganallur 6th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.9809491,80.1871116,"No 6, Nanganallur 6th Main Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",15,8,25,Yes,High,75,Snow,6.993078961701739,10.48961844255261,21.70294872696016,2025-02-13 08:49:17.695746,2025-02-13 09:10:59.872670,Medium
"Velachery K S Hospital, kalki nagar main road, Ward 178, Zone 13 Adyar, Sholinganallur, Chennai, Tamil Nadu, 600042, India",12.9763914,80.2114016,"Velachery K S Hospital, kalki nagar main road, Ward 178, Zone 13 Adyar, Sholinganallur, Chennai, Tamil Nadu, 600042, India",22,5,25,Yes,High,58,Rain,7.86300465473537,11.794506982103055,23.93119508746543,2025-02-13 09:01:17.695746,2025-02-13 09:25:13.567451,Medium
"MIOT International, Miot International Hospital road, CMWSSB Division 157, Ward 157, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600089, India",13.0211808,80.1858412,"MIOT International, Miot International Hospital road, CMWSSB Division 157, Ward 157, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600089, India",12,7,40,No,High,61,Clear,15.303597878540556,22.955396817810833,37.28466228776891,2025-02-13 09:20:17.695746,2025-02-13 09:57:34.775483,High
"Gowri Nursing Home, Kanchipuram, 6th Street, Lakshmi Nagar, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",12.9779713,80.1883923,"Gowri Nursing Home, Kanchipuram, 6th Street, Lakshmi Nagar, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",12,9,30,No,Moderate,17,Clear,18.63338611388823,27.950079170832343,39.466760914977286,2025-02-13 08:54:17.695746,2025-02-13 09:33:45.701401,Medium
"KS Bone and Joint Clinic - Ortho, Gangai Amman Koil Street, Ward 139, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600001, India",13.026029,80.212368,"KS Bone and Joint Clinic - Ortho, Gangai Amman Koil Street, Ward 139, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600001, India",22,8,40,Yes,Low,16,Clear,5.1908692812157184,7.786303921823578,16.677629261500567,2025-02-13 08:58:17.695746,2025-02-13 09:14:58.353502,Medium
"Gowri Nursing Home, 100ft Road, Ward 168, Zone 14 Perungudi, Alandur, Chennai, Tamil Nadu, 600061, India",12.9774071,80.18833045104813,"Gowri Nursing Home, 100ft Road, Ward 168, Zone 14 Perungudi, Alandur, Chennai, Tamil Nadu, 600061, India",11,9,40,No,High,40,Snow,17.88868942393125,26.833034135896874,38.31242330847613,2025-02-13 09:16:17.695746,2025-02-13 09:54:36.441145,Low
"Pankajam Memorial Hospital, Nanganallur 100 Feet Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",12.9801472,80.1835965,"Pankajam Memorial Hospital, Nanganallur 100 Feet Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600061, India",11,9,40,Yes,Moderate,23,Fog,15.31442940133993,22.971644102009897,34.96956005661925,2025-02-13 08:47:17.695746,2025-02-13 09:22:15.869349,High
"Sri Chakra Hospital, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.9786524,80.1850278,"Sri Chakra Hospital, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",23,8,25,Yes,Moderate,10,Rain,9.176591458965405,13.764887188448107,21.977837116550674,2025-02-13 08:58:17.695746,2025-02-13 09:20:16.365973,High
"Srichakara Multispeciality Hospital, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",12.97853,80.1851381,"Srichakara Multispeciality Hospital, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600061, India",14,6,30,No,Moderate,15,Fog,11.797591981921032,17.69638797288155,24.08847181211243,2025-02-13 09:33:17.695746,2025-02-13 09:57:23.004055,High
"Hindu Mission Health Services, Kanchipuram, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 603209, India",12.9787682,80.1846471,"Hindu Mission Health Services, Kanchipuram, Nanganallur 100ft Road, CMWSSB Division 167, Ward 167, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 603209, India",28,9,20,Yes,High,73,Fog,7.79107785244774,11.686616778671612,24.776032020905628,2025-02-13 09:05:17.695746,2025-02-13 09:30:04.257667,Medium
"Nivas Skin Clinic, Inner Ring Road, CMWSSB Division 138, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600001, India",13.0289663,80.2085951,"Nivas Skin Clinic, Inner Ring Road, CMWSSB Division 138, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600001, India",70,35,40,No,Moderate,23,Rain,10.172591716363359,15.258887574545039,22.312839354304423,2025-02-13 08:45:17.695746,2025-02-13 09:07:36.466107,Medium
"சைதாப்பேட்டை அரசு மருத்துவமனை, Jeenis Road, Ward 142, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600015, India",13.02044625,80.22405105438145,"சைதாப்பேட்டை அரசு மருத்துவமனை, Jeenis Road, Ward 142, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600015, India",199,68,35,Yes,Moderate,15,Clear,15.050536089339898,22.575804134009847,30.025740355159787,2025-02-13 09:24:17.695746,2025-02-13 09:54:19.240167,High
"Bora Hospital, Vadhyar Subbraya mudali street, Saidapet, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600015, India",13.02231095,80.2222779,"Bora Hospital, Vadhyar Subbraya mudali street, Saidapet, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600015, India",82,14,35,No,High,41,Snow,19.9835197251575,29.97527958773625,38.98673238923186,2025-02-13 08:48:17.695746,2025-02-13 09:27:16.899689,Medium
"Prashanth Hospitals, 36, Velachery Main Road, JagannathaPuram, CMWSSB Division 179, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",12.9784544,80.2214698,"Prashanth Hospitals, 36, Velachery Main Road, JagannathaPuram, CMWSSB Division 179, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India",15,7,25,No,High,75,Clear,7.864010005346229,11.796015008019344,19.81900835381477,2025-02-13 08:57:17.695746,2025-02-13 09:17:06.836247,High
"Nalam Hospital, Manapakkam Main Road, CMWSSB Division 157, Ward 157, Zone 12 Alandur, Mugalivakkam, Chengalpattu, Chennai, Tamil Nadu, 600116, India",13.0164671,80.1772853,"Nalam Hospital, Manapakkam Main Road, CMWSSB Division 157, Ward 157, Zone 12 Alandur, Mugalivakkam, Chengalpattu, Chennai, Tamil Nadu, 600116, India",27,5,35,No,Low,10,Snow,10.171533852583757,15.257300778875635,27.46081701869101,2025-02-13 08:52:17.695746,2025-02-13 09:19:45.344767,Medium
"Chennai Corporation 24 Hours Maternity Hospital, Jeenis Road, Ward 142, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600015, India",13.0208822,80.22412781839571,"Chennai Corporation 24 Hours Maternity Hospital, Jeenis Road, Ward 142, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600015, India",179,85,40,Yes,Moderate,24,Snow,14.790173712957044,22.185260569435567,28.055346316742344,2025-02-13 09:29:17.695746,2025-02-13 09:57:21.016525,Low
"Dhanraj Hospital, Karpaga Vinayakar Koil Street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, Chengalpattu, Chennai, Tamil Nadu, 600016, India",13.0017797,80.2033269,"Dhanraj Hospital, Karpaga Vinayakar Koil Street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, Chengalpattu, Chennai, Tamil Nadu, 600016, India",22,6,30,No,Low,27,Snow,7.938917670828136,11.908376506242204,23.533338530428956,2025-02-13 08:54:17.696663,2025-02-13 09:17:49.696975,High
"Cu Shah Sankara Netralaya, Station Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Kanchipuram, Chennai, Tamil Nadu, 600016, India",13.0012687,80.2001283,"Cu Shah Sankara Netralaya, Station Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Kanchipuram, Chennai, Tamil Nadu, 600016, India",14,8,40,Yes,Moderate,27,Rain,16.659239878578088,24.98885981786713,38.62861855284936,2025-02-13 09:16:17.696663,2025-02-13 09:54:55.413776,High
"S.S. Hospital, Sowri street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, Chengalpattu, Chennai, Tamil Nadu, 600016, India",13.0036449,80.2030844,"S.S. Hospital, Sowri street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, Chengalpattu, Chennai, Tamil Nadu, 600016, India",22,7,25,No,Low,22,Snow,15.593161053992226,23.38974158098834,36.62425296191671,2025-02-13 09:11:17.696663,2025-02-13 09:47:55.151841,Medium
"Government Hospital Alandur, Vishnu Street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, St. Thomas Mount Cantonment, Alandur, Chennai, Tamil Nadu, 600016, India",13.0048164,80.2025432,"Government Hospital Alandur, Vishnu Street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, St. Thomas Mount Cantonment, Alandur, Chennai, Tamil Nadu, 600016, India",12,10,30,No,Low,15,Clear,13.80702165747902,20.71053248621853,28.201231483278917,2025-02-13 09:05:17.696663,2025-02-13 09:33:29.770552,Medium
"Kaanthi Makapperu Hospital, Sowri street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, Chengalpattu, Chennai, Tamil Nadu, 600016, India",13.003406,80.2063632,"Kaanthi Makapperu Hospital, Sowri street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, Chengalpattu, Chennai, Tamil Nadu, 600016, India",29,9,25,Yes,High,32,Snow,6.555716738137992,9.833575107206988,24.79294696886668,2025-02-13 08:58:17.696663,2025-02-13 09:23:05.273481,Low
"Jaya Sri Hospital, MKN Road, CMWSSB Division 160, Ward 160, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Chengalpattu, Chennai, Tamil Nadu, 600016, India",13.0027883,80.207025,"Jaya Sri Hospital, MKN Road, CMWSSB Division 160, Ward 160, Zone 12 Alandur, St.Thomas Mount-Pallavaram Cantonment Board, Chengalpattu, Chennai, Tamil Nadu, 600016, India",20,10,35,Yes,Moderate,10,Rain,14.41561865398703,21.623427980980544,31.15244744594252,2025-02-13 09:30:17.696663,2025-02-13 10:01:26.843510,Medium
"G. R. Hospital & Fertility Centre, City Link Road, CMWSSB Division 160, Zone 13 Adyar, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600088, India",12.9952982,80.2068955,"G. R. Hospital & Fertility Centre, City Link Road, CMWSSB Division 160, Zone 13 Adyar, Zone 12 Alandur, Alandur, Chennai, Tamil Nadu, 600088, India",26,8,30,No,Moderate,15,Rain,19.29258783388286,28.93888175082429,42.66392524249524,2025-02-13 09:31:17.696663,2025-02-13 10:13:57.532178,Medium
"Balaji Hospital (P) Ltd, Anna Salai (Mount Road), Ward 170, Zone 13 Adyar, Alandur, Chennai, Tamil Nadu, 600032, India",13.00738175,80.20608622840193,"Balaji Hospital (P) Ltd, Anna Salai (Mount Road), Ward 170, Zone 13 Adyar, Alandur, Chennai, Tamil Nadu, 600032, India",24,5,20,Yes,High,70,Clear,6.996159448252614,10.494239172378922,18.876043496316317,2025-02-13 09:17:17.696663,2025-02-13 09:36:10.259273,Low
"SP Hospital, Mount - Medavakkam Road, CMWSSB Division 163, Ward 163, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600088, India",12.9933638,80.2009134,"SP Hospital, Mount - Medavakkam Road, CMWSSB Division 163, Ward 163, Zone 12 Alandur, Kanchipuram, Chennai, Tamil Nadu, 600088, India",26,9,35,No,Moderate,18,Fog,6.972528037789834,10.45879205668475,23.475303678853273,2025-02-13 09:35:17.696663,2025-02-13 09:58:46.214884,Medium
